customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,LTV
3615,"Mcgrath, Newton and Mcgrath",Salazar,Dustin,001-936-525-0500x634,123 Cedar St,,Atlanta,GA,30301,United States,9013,3654.54,7864.82
9374,Harris-Miller,Simmons,Haley,842-604-2730x141,852 Palm Ave,,Dallas,TX,75201,United States,2677,4143.75,6197.45
2041,Herrera Inc,Brooks,Charles,626-837-8777x059,907 Walnut St,,Fort Worth,TX,76101,United States,2376,7918.12,4932.67
8197,"Flores, Brown and Gray",Hawkins,Danny,901.718.7114,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,5182,2496.41,7380.27
6837,"Parrish, Bradley and Eaton",Johnson,Kyle,+1-562-323-7551x84891,133 Oak St,Apt 16,Venice,Campania,20100,Italy,1691,4140.2,2162.96
8762,Lewis Group,Diaz,Alexander,279.946.3634x6874,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,6244,2572.83,3029.55
8778,"Gonzalez, Lopez and Woods",Barber,Krystal,(326)712-8872,159 Willow Ln,,Memphis,TN,38101,United States,1715,7213.06,5027.28
3011,"Smith, Watkins and Carroll",Holloway,Robert,(415)980-0682x03785,747 Main St,Apt 13,Barcelona,Andalusia,15001,Spain,4057,7747.53,4381.24
1945,Smith Inc,Taylor,John,(481)536-8031x5939,123 Chestnut St,,Detroit,MI,48201,United States,6233,6324.75,2356.21
9403,Armstrong-Strickland,Ho,Carolyn,989.219.6855x7974,852 Cedar Ave,,Las Vegas,NV,89101,United States,1599,6758.74,5560.07
3574,Blake Ltd,Sims,Alex,(633)212-5000x07133,654 Elm St,Apt 4C,Phoenix,AZ,85001,United States,1101,9448.67,8764.72
7419,Hernandez and Sons,Murphy,James,001-270-609-2653x7484,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,6078,4261.44,8222.21
9035,"Butler, Rosales and Jordan",Pena,Kathleen,553-604-7082,133 Oak St,Apt 16,Venice,Campania,20100,Italy,4995,9823.17,8363.84
6204,"Davis, Martinez and Charles",Gibson,Ashley,001-872-283-8702x4103,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,6524,6244.17,4400.74
4026,"Ali, Campbell and Coffey",Tapia,Michelle,001-536-799-5769x047,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,5073,9484.34,1618.8
1355,Jones Group,Horn,Scott,720-569-8694x5105,753 Chestnut Cir,,New Orleans,LA,70112,United States,9669,3071.07,2347.4
2762,Medina PLC,Manning,Stephanie,220.639.7877x5174,852 Palm Ave,,Dallas,TX,75201,United States,7650,6004.34,6799.6
7360,"Reid, Kim and Schmidt",Reeves,Sandra,723-433-0595,679 Spruce Ln,,Santa Ana,CA,92701,United States,1657,6384.98,9959.58
4239,Fowler-Ramsey,Martinez,Daniel,860.610.3623x188,966 Park Ave,Apt 32,Naples,Campania,30100,Italy,3207,9074.55,3343.24
7610,"Mcintosh, Knight and Wilson",Mitchell,Destiny,2616731353,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,5942,3117.12,4518.66
7302,"Stewart, Hudson and Nelson",Turner,Kaitlin,574.568.2033x1690,407 Park Ave,Apt 15,Venice,Lombardy,80100,Italy,8113,7701.9,4046.4
1644,Krueger-Gibbs,Miller,Brandon,719.293.1097,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,6206,6650.94,7779.38
2755,Gonzalez-Herman,King,Kenneth,(693)245-9516x4856,654 Elm St,Apt 4C,Phoenix,AZ,85001,United States,5443,3683.93,1116.49
2714,Foster Ltd,Robertson,Lisa,(476)507-9785,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,6662,3064.28,2353.16
4953,Ford-Benton,Mccarthy,Jesse,534-328-9964x17956,826 Oak St,Apt 49,Toulouse,Île-de-France,13000,France,4560,7352.65,3722.31
1632,Griffin and Sons,Haynes,Julia,438-899-5929,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,3837,9173.6,8371.31
9602,Salas-Donaldson,Ross,Matthew,606.792.6136,753 Chestnut Cir,,New Orleans,LA,70112,United States,6924,9719.7,8608.38
3768,Wang-Lee,Graham,Katherine,728-636-5869x80897,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,6093,4516.13,2095.69
7951,Ellis and Sons,Woodward,Deborah,664.511.2687,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,9092,2970.88,2331.43
6533,"Holland, Cook and Rodriguez",Daniel,Anna,(916)333-7082,789 Pine Dr,Unit 5B,Chicago,IL,60601,United States,5447,3968.76,2121.79
4947,"Brooks, Miller and Rush",Jordan,Dana,817-291-0607x793,920 Oak St,Apt 11,Milan,Campania,30100,Italy,6868,9053.71,6906.13
9097,Butler-Reed,Gonzalez,Gabriel,416.260.9194x165,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,6120,4560.55,1920.75
3127,Perez and Sons,Harding,Abigail,227-501-4060,187 Oak St,Apt 39,Utrecht,Gelderland,6811,Netherlands,8005,5954.96,3755.12
7469,Walters-Bullock,Reynolds,Nicole,001-814-522-8247x851,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,5587,9301.74,9137.81
4090,Lambert and Sons,Brown,Nicholas,2516579557,248 Maple Ct,,Baltimore,MD,21201,United States,5336,6201.91,5634.89
1283,"Anderson, Fuentes and Collins",Anderson,Craig,4139511564,321 Birch Blvd,,Houston,TX,77001,United States,9703,4243.63,4411.04
1865,"Dixon, Ortega and Simpson",Wilson,Anthony,(920)725-4417,920 Oak St,Apt 11,Milan,Campania,30100,Italy,3387,9188.67,7779.55
1111,Simmons-Jimenez,Moore,Cody,001-574-217-7750x520,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,8296,1986.48,9385.61
4043,Hardy-Mendoza,Mejia,Shannon,001-578-665-2189x294,753 Birch Cir,Suite 4,Portland,OR,97201,United States,7637,1821.4,8614.77
7792,King LLC,Coffey,William,260-953-3815x54158,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,2582,7076.15,8259.65
3361,"Baldwin, White and Jimenez",Beck,David,+1-740-614-0575x4258,753 Birch Cir,Suite 4,Portland,OR,97201,United States,3501,8970.83,8932.96
8010,Brown-Thornton,Browning,Elizabeth,(504)817-7383x604,890 Poplar Ave,Suite 20,Columbus,OH,43085,United States,5006,7343.11,4456.81
5151,Boyle-Powell,Farley,Lisa,736-629-0035,890 Chestnut Ave,,Fresno,CA,93701,United States,4425,5572.59,9776.94
4970,"Welch, Garza and Johnson",Arellano,Joshua,(741)672-7603x496,753 Chestnut Cir,,New Orleans,LA,70112,United States,4154,5982.67,4973.75
1262,"Smith, Matthews and Diaz",Hancock,John,001-351-739-1503x83046,793 Oak St,Apt 22,A Coruña,Madrid,08001,Spain,9831,5300.36,2791.75
5901,Walker-Cole,English,Jeffery,791.349.3839,920 Oak St,Apt 11,Milan,Campania,30100,Italy,6202,6367.94,7879.93
9773,Martinez PLC,Tapia,Jerry,001-326-695-3375x162,951 Hickory St,Apt 7,San Jose,CA,95101,United States,3352,6266.41,6736.86
5580,"Brennan, Crawford and Cole",Hansen,Calvin,7548031881,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,6036,1219.49,1645.2
2198,Watson-Massey,Edwards,Eric,873.625.7930,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,2396,2046.85,1145.81
4994,"Fernandez, Blankenship and Greene",Jennings,Adam,437-826-2840x570,742 High St,Apt 30,Marseille,Occitanie,69000,France,2569,7500.76,3881.49
9183,Jenkins-Moore,Reese,Austin,711.639.0948x554,951 Hickory St,Apt 7,San Jose,CA,95101,United States,1522,1047.41,7020.94
6495,"Jackson, Collins and Hill",Hutchinson,Anthony,544-478-8976,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,6541,2814.48,3764.84
2303,"Trujillo, Hamilton and White",Mccoy,Justin,528-818-3792,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,5899,3554.97,5294.42
6853,Marsh-Walsh,Spencer,Latoya,703.671.8936x91083,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,7266,5981.0,1726.56
3528,Rowland LLC,Thomas,Colleen,+1-701-231-3390x6866,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,3255,1950.16,3945.67
4219,Miller Ltd,Wyatt,Melissa,(316)356-9308x795,159 Sycamore Ln,,Wichita,KS,67201,United States,2219,2674.75,1409.21
4260,Eaton-Smith,Rivera,Shannon,927-597-3443x5020,248 Magnolia Ct,,Austin,TX,73301,United States,8582,4839.54,6274.78
5736,"Holland, Medina and Harvey",Johnson,Lonnie,287-250-2904x952,753 Birch Cir,Suite 4,Portland,OR,97201,United States,6561,4685.34,7776.79
3264,Anderson LLC,Rodriguez,Robin,001-534-714-0300x0603,753 Birch Cir,Suite 4,Portland,OR,97201,United States,2346,7093.48,6687.91
3715,Rhodes-Hodge,Bailey,Austin,(659)647-5991x3918,890 Chestnut Ave,,Fresno,CA,93701,United States,2022,7060.76,3099.12
7855,"Archer, Pearson and Hall",Lewis,Sarah,984-299-2582,134 Pine Dr,,Milwaukee,WI,53201,United States,7854,1879.86,9103.97
4405,Lang Group,Thomas,Destiny,+1-748-497-2427,14 Oak St,Apt 35,Venice,Piedmont,00100,Italy,3274,8735.18,9412.63
7708,Ruiz LLC,Byrd,Michael,001-295-575-4153x067,134 Redwood Dr,,Jacksonville,FL,32201,United States,1930,8430.67,2836.06
4410,Flores-Lam,Cooper,Jessica,737-615-3241x29185,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,4652,7864.99,1313.87
5143,"Rodriguez, Lambert and Vang",King,Billy,(317)398-1682x103,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,8221,8786.81,2405.71
9330,"Reyes, Orozco and Glenn",Mathews,Joseph,(770)979-9087,159 Willow Ln,,Memphis,TN,38101,United States,7789,9866.76,8259.46
3141,"Perez, Webb and Boyd",Sherman,Maxwell,224.473.0970,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,8785,8741.04,4339.9
7425,"Robinson, Walker and Branch",Wallace,Lindsay,246-532-7067x4842,654 Fir St,,Nashville,TN,37201,United States,7738,9080.46,9281.51
1523,"Jennings, Ellis and Carter",Gross,Alicia,(287)718-0324,456 Alder Ave,,Seattle,WA,98101,United States,4723,5356.76,6546.2
5090,"Ramirez, Baker and Gonzalez",Clements,Kristine,001-934-995-7867x82920,893 Oak St,Apt 47,Naples,Lombardy,20100,Italy,6527,9104.09,7457.47
1179,Strickland-Simpson,Mckay,Melissa,567.973.5549x734,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,4930,8662.61,9499.49
6160,"Lewis, Boyd and Petersen",Carter,Sara,+1-490-433-1936x5587,123 Maple St,Apt 2,New York,NY,10001,United States,2437,8627.68,3292.42
3042,Baker Ltd,Robinson,Rachel,621-552-1197,237 Main St,Apt 35,Madrid,Valencia,15001,Spain,2545,3033.03,9380.37
2496,"Wilson, Clay and George",Camacho,Renee,740-316-0679x895,72 Main St,Apt 24,Utrecht,North Holland,3011,Netherlands,2468,4839.79,4901.82
1680,Lewis Group,Lambert,Austin,257-629-2558,890 Poplar Ave,Suite 20,Columbus,OH,43085,United States,3069,5943.98,6861.94
2252,Page Inc,Matthews,Casey,372-290-4545,159 Willow Ln,,Memphis,TN,38101,United States,6468,6542.83,4138.01
4054,Morgan-Friedman,Molina,Jesse,612.563.8760,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,4722,7751.9,6559.25
2082,Gilbert-Mccormick,Howell,Karen,001-624-674-8588x387,49 Maple Ave,Apt 31,Milan,Piedmont,10100,Italy,2478,5174.45,4348.61
1973,Thompson-Raymond,Santiago,Scott,001-379-662-0778x29413,addressLine1,addressLine2,city,state,postalCode,country,8201,4342.46,6410.4
5038,Gross-West,Riddle,Tina,941-623-5715x53522,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,1720,4573.19,7453.5
7429,Charles Ltd,Martinez,Michael,572.218.8826x0922,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,6679,9597.34,5529.94
1425,"Wade, Olson and Romero",Lucas,Paul,001-801-574-6743x1595,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,9381,7723.63,8835.98
3148,Baker-Wilson,Williams,Ashley,639.790.6081,951 Oak St,,Louisville,KY,40201,United States,9671,7842.3,4120.69
9638,"Dickerson, George and Fisher",Sandoval,Felicia,001-297-534-8656,456 Oak Ave,Suite 300,Los Angeles,CA,90001,United States,4098,6222.91,2228.49
1294,Baker-Harvey,Ferrell,William,(466)508-5755,852 Maple Ave,,Cleveland,OH,44101,United States,9880,6480.77,5872.69
3086,"Vang, Taylor and Higgins",Buckley,Michael,(261)807-9867x46720,467 Cedar St,,Anaheim,CA,92801,United States,5121,7421.08,3316.65
4048,Murphy-Cox,Smith,Joe,(743)948-7267x1340,951 Oak St,Apt 7A,Tampa,FL,33601,United States,4316,4592.81,7739.47
7977,Wright-Gilbert,Shaw,Thomas,501-387-0011x179,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,9910,4599.72,5678.28
4712,Elliott-Haley,Cooley,Stephanie,944-284-0549,951 Oak St,,Louisville,KY,40201,United States,3052,7037.22,4112.61
6641,"Reynolds, Perkins and Dixon",Elliott,Jennifer,594-821-3603x1242,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,4667,6264.92,4884.9
8823,Lee Group,Gilbert,Peter,570-454-9065,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,8099,1057.71,6446.94
4669,"Collins, Martin and Anderson",Douglas,Larry,001-308-959-3917x12822,467 Sycamore St,Apt 12,San Francisco,CA,94101,United States,3287,8953.35,1031.88
5272,"Hernandez, Torres and Patterson",Torres,Nicholas,+1-562-844-3543x610,456 Oak Ave,Suite 300,Los Angeles,CA,90001,United States,1579,6751.02,1432.22
4623,Turner-Cortez,Bradley,Erin,384-431-6276,237 Main St,Apt 35,Madrid,Valencia,15001,Spain,3205,1894.56,5422.78
5728,"Phillips, Sawyer and Golden",Rivas,William,001-910-295-8170,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,7722,9043.77,2067.93
1057,Rivera PLC,Valenzuela,Manuel,001-537-835-2907x513,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,3332,4002.56,4643.2
2367,"Curtis, Dickerson and Gray",French,Sergio,289.684.2139x0223,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,9951,6390.8,4943.16
1092,Greene-Powers,Romero,Thomas,927.202.3679,134 Redwood Dr,,Jacksonville,FL,32201,United States,9557,1012.69,1503.21
6213,Gray-Mccarty,Singleton,David,881-774-9321x3898,761 Maple Ave,Apt 19,Milan,Lombardy,00100,Italy,2973,6858.11,2389.51
1815,Myers-Guzman,Patterson,Renee,+1-958-311-6454x7976,159 Spruce Ln,,San Antonio,TX,78201,United States,9824,2733.15,1384.16
9109,Reynolds and Sons,Wright,Keith,(990)349-9374x28472,907 Walnut St,,Fort Worth,TX,76101,United States,4474,8720.81,1933.11
4906,"Collins, Gonzales and Keith",Brown,Hannah,(641)695-8739,753 Chestnut Cir,,New Orleans,LA,70112,United States,7557,7576.25,6789.9
6279,Mayer-Foster,Garcia,Edwin,(970)415-7570x81269,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,1156,3377.88,8056.57
2235,Smith-Peterson,Hoffman,Andrea,+1-213-996-9704x88373,123 Cedar St,,Atlanta,GA,30301,United States,8852,9115.1,2524.91
9677,Myers Ltd,Stone,Tammy,+1-475-329-5458x49786,159 Willow Ln,,Memphis,TN,38101,United States,6825,2428.53,2646.96
2016,Bennett LLC,Hess,Daniel,967-988-0610,226 Main St,Apt 1,Leipzig,Bavaria,10115,Germany,8263,3706.13,1721.08
1456,Sims-Rodriguez,Williams,David,001-533-988-5720x528,187 Oak St,Apt 39,Utrecht,Gelderland,6811,Netherlands,9537,9290.07,4278.98
7265,Williams-Smith,Sexton,Jacqueline,001-210-657-3992x686,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,9009,8138.39,8936.72
2809,"Callahan, Rhodes and Hansen",Johnson,Michael,001-254-364-2375,321 Birch Blvd,,Houston,TX,77001,United States,2866,6341.48,6012.47
1337,Taylor-Knight,Moore,Amber,001-581-926-6949x49547,456 Maple Ave,Apt 9B,Miami,FL,33101,United States,7020,1126.51,4444.63
5817,Diaz-Watson,Sherman,Kathleen,371-686-9898x64890,456 Maple Ave,Apt 9B,Miami,FL,33101,United States,4876,7198.57,8674.59
6005,"Osborn, Dunn and Melendez",Williams,Kelly,2024184756,987 Dogwood Rd,,Minneapolis,MN,55401,United States,3905,2351.77,8108.53
5220,"Jones, Travis and Gilbert",Ortiz,Seth,310.784.9834,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,9321,8070.55,8413.24
4810,"Coleman, Barnes and Stafford",Barrett,Sydney,240-219-0924x63454,951 Hickory St,Apt 7,San Jose,CA,95101,United States,4293,4431.78,4686.69
9206,Perry Group,Odom,April,+1-990-440-7959x841,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,6702,8929.27,4502.35
3971,Kelly-Roberts,James,Charles,496-416-6090x9051,687 High St,Apt 38,Munich,Saxony,60311,Germany,8186,3009.44,9354.64
6803,Barrett-Wong,Bradford,Ryan,(770)552-3094,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,8726,8507.15,2489.14
7834,Davis Ltd,Reyes,David,607.861.5611x417,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,1946,6444.01,4114.59
1339,Johnson LLC,Buchanan,Cynthia,(459)750-9866,321 Spruce Dr,,Omaha,NE,68101,United States,6864,7914.15,8700.29
7617,Nguyen-Cobb,Marks,Courtney,(634)445-1176x8369,49 Oak St,Apt 1,Amsterdam,North Holland,3011,Netherlands,3115,6459.84,1459.2
1409,Hernandez and Sons,Pollard,Amber,(880)739-3203,321 Spruce Dr,,Omaha,NE,68101,United States,8140,6994.15,6751.89
5289,Bell LLC,Hayes,Deborah,+1-220-697-9511x77526,789 Pine Cir,,Raleigh,NC,27601,United States,3391,7977.98,7913.1
2175,"Mcknight, Cook and Ortiz",Hamilton,Patrick,(384)547-0262x8729,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,9597,6306.73,3714.97
6407,"Freeman, Carpenter and Valdez",Johnson,Melinda,428-266-9265,addressLine1,addressLine2,city,state,postalCode,country,9587,3581.56,4024.97
4030,Hamilton-Moore,Sullivan,Kristy,+1-410-322-7603,226 Main St,Apt 1,Leipzig,Bavaria,10115,Germany,6613,2106.0,7225.74
9344,"Doyle, Hoffman and Franklin",Mckenzie,Elizabeth,(547)848-1264,339 Oak St,Apt 40,Utrecht,Limburg,3511,Netherlands,9399,9975.05,1447.53
6112,Webb Group,Kelly,Kevin,724-671-0458,679 Dogwood Ln,,Indianapolis,IN,46201,United States,3439,8693.61,3067.53
4526,Mccoy Ltd,Sandoval,David,682-896-9562,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,2041,2013.21,5555.53
9539,Sosa-Clark,Williams,Jacob,+1-270-672-7224x894,49 Maple Ave,Apt 31,Milan,Piedmont,10100,Italy,5722,7408.12,7732.37
6682,Weaver-Molina,Smith,Kristen,452-375-2538x60170,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,5405,5180.01,3728.55
7503,Rodgers-Gentry,Moore,Leslie,888-437-4970,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,6030,5372.35,4265.78
7688,"Cooper, Craig and Yates",Hughes,Brendan,001-447-730-9466x0469,890 Chestnut Ave,,Fresno,CA,93701,United States,1605,2719.68,6469.7
1538,"Morgan, Moore and Irwin",Harris,Sherry,+1-560-552-0648x74208,72 Main St,Apt 24,Utrecht,North Holland,3011,Netherlands,6257,8330.08,2294.16
8405,White-Thompson,Adams,Lance,001-842-371-7888x97011,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,1845,3863.71,8420.47
4956,"Galvan, Miller and Mills",Scott,Joshua,(237)367-7899x8188,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,3431,5614.8,4659.92
5345,"Wright, Patterson and Graham",Browning,Derek,+1-412-265-4731x6396,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,9167,2660.41,9251.44
7764,Wilson-Lopez,Parker,Sarah,281-654-8921,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,3031,7632.31,1870.69
5276,Fry Ltd,Owens,Julie,(902)229-2115x1466,753 Birch Cir,Suite 4,Portland,OR,97201,United States,8174,6827.06,4485.65
7432,Gallagher-Murphy,Rivera,Nicole,5112975498,654 Fir St,,Nashville,TN,37201,United States,1556,7156.28,7695.72
7060,"Lawson, Davis and Barrett",Chapman,Emily,914.766.7837x4071,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,9162,6875.01,9582.79
2112,"Lee, Alexander and Myers",Barnes,Mary,(795)231-4395,789 Pine Dr,Unit 5B,Chicago,IL,60601,United States,1276,5523.61,8218.11
6217,"Finley, Lynch and Horn",Morgan,Jason,749-761-1330x71587,72 Main St,Apt 24,Utrecht,North Holland,3011,Netherlands,3048,8581.61,1091.32
1724,"Andrews, Sawyer and Ramos",Robinson,Ronald,375.993.3305x59771,439 Maple Ave,Apt 17,Turin,Lazio,20100,Italy,9218,1608.76,3967.53
3733,"Baker, Castillo and Howell",Howell,Mary,001-339-391-5669x7428,654 Fir St,,Nashville,TN,37201,United States,3849,1864.95,5537.41
9704,Vazquez Ltd,Young,Lauren,001-872-674-8692,407 Park Ave,Apt 15,Venice,Lombardy,80100,Italy,7345,7481.78,9850.31
9347,Caldwell-Phillips,Key,James,698.447.7899x83704,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,2644,3009.4,3308.95
6732,Garcia-Gay,Jimenez,Matthew,3916194117,890 Poplar Ave,Suite 20,Columbus,OH,43085,United States,9277,3094.78,4960.73
8287,Pace-Taylor,Rush,Guy,+1-650-813-3707x04587,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,5884,5189.88,8384.14
6502,"Matthews, Santos and Richardson",Ramos,Brian,(860)921-3593x93374,679 Dogwood Ln,,Indianapolis,IN,46201,United States,3911,3388.97,7173.99
2994,Harrison-Blair,Green,Rachel,001-474-693-1474,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,2234,6904.52,8135.51
5291,Williams-Hughes,Jones,Deborah,+1-688-995-9210x46710,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,4448,1630.62,9213.15
8761,Brown-Williams,Rodriguez,Kyle,001-522-665-6830x75226,687 High St,Apt 38,Munich,Saxony,60311,Germany,3821,5451.64,9976.22
9258,Thompson-Bush,Mcintyre,Ryan,230-980-2079x404,248 Birch Blvd,,Arlington,TX,76001,United States,5716,1747.95,1900.15
8317,Cook Group,Hunt,Zachary,731-692-0724x6403,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,8479,2371.54,1465.63
6067,Williams-Williams,Jones,Pamela,(203)707-0451x5946,951 Oak St,,Louisville,KY,40201,United States,7901,2763.12,3269.01
4200,Garza-Howard,Santiago,Shawn,+1-986-492-3328x316,296 Maple Ave,Apt 6,Seville,Catalonia,41001,Spain,2362,6105.51,7227.72
2271,Harris Ltd,Fernandez,Brian,532-710-5042x383,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,7219,1933.64,4685.33
6578,Collins-Davis,Thompson,Kimberly,2649454741,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,5957,1323.34,8939.84
1129,"Hill, Brown and Johnson",Scott,James,(449)671-5740x82227,747 Main St,Apt 13,Barcelona,Andalusia,15001,Spain,4870,1277.12,6688.86
7172,Griffith Group,Morris,Kimberly,537.816.8624x9557,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,5094,9312.97,8325.64
9936,Crawford PLC,Rush,David,9155800378,339 Oak St,Apt 40,Utrecht,Limburg,3511,Netherlands,6442,3407.21,4405.24
3448,Giles-Norris,Jackson,Amanda,(852)945-6308,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,3258,1260.71,8117.32
7085,Campbell-Aguilar,Lynch,Gabrielle,371-604-8595,654 Fir St,,Nashville,TN,37201,United States,6084,5330.6,5109.91
4773,Morris-Hernandez,Mejia,Regina,9027386406,987 Dogwood Rd,,Minneapolis,MN,55401,United States,3358,3494.06,8314.65
9107,"Reyes, Cross and Middleton",Hodges,Michael,+1-365-404-6481x05986,608 Park Ave,Apt 2,Venice,Lombardy,00100,Italy,1135,5192.21,5635.61
3369,Higgins LLC,Davis,Sharon,419-953-2576,123 Maple St,Apt 2,New York,NY,10001,United States,7843,1881.56,2233.28
4684,Mcgrath-Cunningham,Martinez,Ricardo,543-497-8632x126,951 Oak St,,Louisville,KY,40201,United States,5418,4928.4,8017.07
7371,Shaw Inc,Graham,Tiffany,858.242.2028,852 Palm Ave,,Dallas,TX,75201,United States,3005,6867.42,2692.38
7877,Robinson-Robinson,Martin,Thomas,449-961-9344x585,159 Willow Ln,,Memphis,TN,38101,United States,6931,8818.46,8579.8
8864,Henson-Morgan,Rodriguez,Ashlee,681-382-6670x77576,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,9158,7103.23,2549.64
1292,Powell PLC,Howell,David,7628057579,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,4613,3690.45,8651.22
1873,"Marshall, Gibson and Morales",Torres,Heidi,872.423.0055x3585,687 High St,Apt 38,Munich,Saxony,60311,Germany,8903,5312.96,8628.77
8245,"Kelly, Montgomery and Allen",Anderson,Stephanie,001-759-655-3332x836,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,2290,1099.1,4114.55
3781,"Carlson, Wilson and Jones",Robinson,Justin,227.353.3829,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,6938,9468.71,9740.15
2899,Davidson-Phillips,Roy,Robert,+1-249-727-7102,159 Sycamore Ln,,Wichita,KS,67201,United States,9433,5771.4,6531.01
5685,Avery Group,Joseph,Douglas,(354)331-0183,456 Oak Ave,Suite 300,Los Angeles,CA,90001,United States,5074,1921.59,2485.81
5223,Hamilton Inc,Jenkins,Danny,6259762205,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,8275,3290.95,1179.66
5496,"Cummings, Foster and Davis",Robertson,Krista,861.849.0124,852 Maple Ave,,Cleveland,OH,44101,United States,8209,6508.37,5907.72
5171,Lambert-Wilson,Reid,Chloe,9187335227,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,5490,5414.37,4613.24
4335,"Moon, Sampson and Woods",Johnson,Amanda,337-939-3712x1480,296 Maple Ave,Apt 6,Seville,Catalonia,41001,Spain,3558,1131.85,4212.25
1659,Taylor-Dickerson,Berg,Isaac,635.314.3760x0548,456 Oak Ave,Suite 300,Los Angeles,CA,90001,United States,4750,3372.72,6947.87
7405,Garcia and Sons,Barker,Julie,001-282-526-9309x6033,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,8410,9683.46,6651.17
2855,Clark Group,Bell,Jennifer,001-209-657-2480x1023,890 Chestnut Ave,,Fresno,CA,93701,United States,3148,7494.1,6877.66
4958,Davis LLC,Howard,Elizabeth,919-843-7546,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,3837,3599.93,3881.36
1826,Parsons-George,Owen,Patrick,+1-717-783-2943x8341,951 Hickory St,Apt 7,San Jose,CA,95101,United States,4391,4938.81,7952.03
9693,Torres-Garcia,Orr,Valerie,(386)990-2065,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,8379,9218.52,3288.9
